opportunity_id,product,account,deal_stage,engage_date,close_date,close_value,product_length,account_length,product_word_count,account_word_count,product_has_question,account_has_question,product_has_exclamation,account_has_exclamation,product_avg_word_length,account_avg_word_length,product_unique_word_ratio,account_unique_word_ratio,product_has_digits,account_has_digits,is_high_value_deal
J60KKQ4B,gtx plus basic,fasehatice,won,2017-04-02,2017-04-08,976.0,14,10.0,3,1.0,False,False,False,False,4.0,10.0,1.0,1.0,False,False,False
X2QRD0DC,gtxpro,plussunin,won,2017-04-02,2017-04-09,4746.0,6,9.0,1,1.0,False,False,False,False,6.0,9.0,1.0,1.0,False,False,True
4KIZ9WJ0,gtx plus basic,conecom,lost,2017-04-02,2017-04-03,0.0,14,7.0,3,1.0,False,False,False,False,4.0,7.0,1.0,1.0,False,False,False
6RQCLF28,gtx basic,codehow,won,2017-04-02,2017-04-11,507.0,9,7.0,2,1.0,False,False,False,False,4.0,7.0,1.0,1.0,False,False,False
DQ7GS2BN,gtx plus pro,,engaging,2017-04-02,,,12,,3,,False,False,False,False,3.3333333333333335,,1.0,,False,False,False
T8WC5X1B,gtx basic,konex,lost,2017-04-02,2017-04-14,0.0,9,5.0,2,1.0,False,False,False,False,4.0,5.0,1.0,1.0,False,False,False
HO6M5P37,gtxpro,fasehatice,won,2017-04-02,2017-04-09,5693.0,6,10.0,1,1.0,False,False,False,False,6.0,10.0,1.0,1.0,False,False,True
D5VY17OP,gtxpro,,engaging,2017-04-02,,,6,,1,,False,False,False,False,6.0,,1.0,,False,False,False
0J21WQH1,gtx plus basic,fasehatice,lost,2017-04-02,2017-04-14,0.0,14,10.0,3,1.0,False,False,False,False,4.0,10.0,1.0,1.0,False,False,False
N88UFF5K,gtx basic,labdrill,lost,2017-04-02,2017-04-03,0.0,9,8.0,2,1.0,False,False,False,False,4.0,8.0,1.0,1.0,False,False,False
OV08QE7X,gtx basic,cheers,won,2017-04-02,2017-04-10,488.0,9,6.0,2,1.0,False,False,False,False,4.0,6.0,1.0,1.0,False,False,False
WJLJIWYS,gtx basic,rantouch,won,2017-04-02,2017-05-20,605.0,9,8.0,2,1.0,False,False,False,False,4.0,8.0,1.0,1.0,False,False,False
BED55OSG,gtxpro,,engaging,2017-04-02,,,6,,1,,False,False,False,False,6.0,,1.0,,False,False,False
QJ25CASO,gtx plus pro,xx holding,lost,2017-04-02,2017-05-15,0.0,12,10.0,3,2.0,False,False,False,False,3.3333333333333335,4.5,1.0,1.0,False,False,False
GJQXUDI3,gtx plus basic,funholding,won,2017-04-02,2017-04-11,949.0,14,10.0,3,1.0,False,False,False,False,4.0,10.0,1.0,1.0,False,False,False
OOGOZGGV,gtx plus basic,faxquote,won,2017-04-02,2017-04-04,882.0,14,8.0,3,1.0,False,False,False,False,4.0,8.0,1.0,1.0,False,False,False
C9XJ9KHD,gtx plus basic,goodsilron,won,2017-04-02,2017-06-22,1096.0,14,10.0,3,1.0,False,False,False,False,4.0,10.0,1.0,1.0,False,False,False
IWAKTMEB,gtx basic,donware,lost,2017-04-02,2017-04-10,0.0,9,7.0,2,1.0,False,False,False,False,4.0,7.0,1.0,1.0,False,False,False
AKT5EF0X,gtx basic,donware,won,2017-04-02,2017-08-04,572.0,9,7.0,2,1.0,False,False,False,False,4.0,7.0,1.0,1.0,False,False,False
89064N0X,mg advanced,bluth company,lost,2017-04-02,2017-04-07,0.0,11,13.0,2,2.0,False,False,False,False,5.0,6.0,1.0,1.0,False,False,False
V7YVW4U0,gtxpro,kinnamplus,won,2017-04-02,2017-04-12,3731.0,6,10.0,1,1.0,False,False,False,False,6.0,10.0,1.0,1.0,False,False,True
TBJ99S41,mg special,konmatfix,lost,2017-04-02,2017-04-12,0.0,10,9.0,2,1.0,False,False,False,False,4.5,9.0,1.0,1.0,False,False,False
QWLH0WD8,gtx plus basic,hottechi,won,2017-04-02,2017-06-13,1214.0,14,8.0,3,1.0,False,False,False,False,4.0,8.0,1.0,1.0,False,False,False
JZTX4MXK,gtxpro,sunnamplex,won,2017-04-02,2017-04-03,4444.0,6,10.0,1,1.0,False,False,False,False,6.0,10.0,1.0,1.0,False,False,True
4AHNCJ2Y,gtx basic,rangreen,won,2017-04-03,2017-06-27,524.0,9,8.0,2,1.0,False,False,False,False,4.0,8.0,1.0,1.0,False,False,False
H5VBBEVI,gtx plus basic,,engaging,2017-04-03,,,14,,3,,False,False,False,False,4.0,,1.0,,False,False,False
MB7G8DWS,gtx plus pro,,engaging,2017-04-03,,,12,,3,,False,False,False,False,3.3333333333333335,,1.0,,False,False,False
JK75NQBD,gtx plus basic,bubba gump,won,2017-04-03,2017-05-20,997.0,14,10.0,3,2.0,False,False,False,False,4.0,4.5,1.0,1.0,False,False,False
U1BDEL90,mg advanced,betasoloin,won,2017-04-03,2017-04-10,2794.0,11,10.0,2,1.0,False,False,False,False,5.0,10.0,1.0,1.0,False,False,False
A9C9YCSN,mg special,rangreen,won,2017-04-03,2017-04-09,53.0,10,8.0,2,1.0,False,False,False,False,4.5,8.0,1.0,1.0,False,False,False
524GC3WL,mg advanced,globex corporation,won,2017-04-03,2017-04-13,3141.0,11,18.0,2,2.0,False,False,False,False,5.0,8.5,1.0,1.0,False,False,False
T4ZW6SS4,mg special,silis,lost,2017-04-03,2017-04-15,0.0,10,5.0,2,1.0,False,False,False,False,4.5,5.0,1.0,1.0,False,False,False
FH4VP5CL,gtx plus basic,bioplex,won,2017-04-03,2017-06-26,1109.0,14,7.0,3,1.0,False,False,False,False,4.0,7.0,1.0,1.0,False,False,False
K9MMOXUC,gtx plus pro,iselectrics,won,2017-04-03,2017-04-14,5691.0,12,11.0,3,1.0,False,False,False,False,3.3333333333333335,11.0,1.0,1.0,False,False,True
2HS1C21I,gtxpro,,engaging,2017-04-03,,,6,,1,,False,False,False,False,6.0,,1.0,,False,False,False
LV5SEMZQ,mg special,nam zim,won,2017-04-03,2017-04-07,52.0,10,7.0,2,2.0,False,False,False,False,4.5,3.0,1.0,1.0,False,False,False
50B2JN7F,mg special,hottechi,lost,2017-04-03,2017-04-10,0.0,10,8.0,2,1.0,False,False,False,False,4.5,8.0,1.0,1.0,False,False,False
JXS3KFKM,gtx basic,betatech,won,2017-04-03,2017-04-05,532.0,9,8.0,2,1.0,False,False,False,False,4.0,8.0,1.0,1.0,False,False,False
QODSAVWU,gtxpro,isdom,won,2017-04-03,2017-04-04,5615.0,6,5.0,1,1.0,False,False,False,False,6.0,5.0,1.0,1.0,False,False,True
Q2BB73WT,gtx plus basic,,engaging,2017-04-03,,,14,,3,,False,False,False,False,4.0,,1.0,,False,False,False
UH3P961U,gtx basic,goodsilron,lost,2017-04-03,2017-04-04,0.0,9,10.0,2,1.0,False,False,False,False,4.0,10.0,1.0,1.0,False,False,False
3BQTRX5Y,gtxpro,faxquote,lost,2017-04-03,2017-05-26,0.0,6,8.0,1,1.0,False,False,False,False,6.0,8.0,1.0,1.0,False,False,False
YTL8VNGT,gtx basic,j texon,won,2017-04-03,2017-04-12,565.0,9,7.0,2,2.0,False,False,False,False,4.0,3.0,1.0,1.0,False,False,False
BL4SKUCN,gtx basic,ron tech,lost,2017-04-03,2017-04-11,0.0,9,8.0,2,2.0,False,False,False,False,4.0,3.5,1.0,1.0,False,False,False
8TRT2HNF,gtx basic,green plus,engaging,2017-04-03,,,9,10.0,2,2.0,False,False,False,False,4.0,4.5,1.0,1.0,False,False,False
ZLN48IIP,gtx basic,iselectrics,engaging,2017-04-03,,,9,11.0,2,1.0,False,False,False,False,4.0,11.0,1.0,1.0,False,False,False
W355HYRD,gtxpro,gekko co,lost,2017-04-03,2017-04-05,0.0,6,8.0,1,2.0,False,False,False,False,6.0,3.5,1.0,1.0,False,False,False
5UE0TE1R,gtxpro,yearin,won,2017-04-03,2017-04-14,3991.0,6,6.0,1,1.0,False,False,False,False,6.0,6.0,1.0,1.0,False,False,True
RFNRVNXJ,gtxpro,kinnamplus,won,2017-04-03,2017-05-20,5763.0,6,10.0,1,1.0,False,False,False,False,6.0,10.0,1.0,1.0,False,False,True
UTZDDOU7,mg special,conecom,lost,2017-04-03,2017-04-14,0.0,10,7.0,2,1.0,False,False,False,False,4.5,7.0,1.0,1.0,False,False,False
HVT28XPH,mg special,,engaging,2017-04-03,,,10,,2,,False,False,False,False,4.5,,1.0,,False,False,False
2ZXKC707,mg advanced,cheers,lost,2017-04-03,2017-04-11,0.0,11,6.0,2,1.0,False,False,False,False,5.0,6.0,1.0,1.0,False,False,False
VNCFE4LQ,gtx basic,j texon,won,2017-04-03,2017-04-15,456.0,9,7.0,2,2.0,False,False,False,False,4.0,3.0,1.0,1.0,False,False,False
VM0MHPAO,mg special,,engaging,2017-04-03,,,10,,2,,False,False,False,False,4.5,,1.0,,False,False,False
28QWFYSP,mg special,bluth company,lost,2017-04-03,2017-04-05,0.0,10,13.0,2,2.0,False,False,False,False,4.5,6.0,1.0,1.0,False,False,False
VIV0OXU6,gtx basic,domzoom,won,2017-04-04,2017-04-11,582.0,9,7.0,2,1.0,False,False,False,False,4.0,7.0,1.0,1.0,False,False,False
KVF0HK8S,mg special,domzoom,won,2017-04-04,2017-04-12,59.0,10,7.0,2,1.0,False,False,False,False,4.5,7.0,1.0,1.0,False,False,False
JLT2LLR3,mg advanced,donquadtech,won,2017-04-04,2017-04-09,3259.0,11,11.0,2,1.0,False,False,False,False,5.0,11.0,1.0,1.0,False,False,False
LXZD2PZD,gtx plus pro,,engaging,2017-04-04,,,12,,3,,False,False,False,False,3.3333333333333335,,1.0,,False,False,False
2LF1TSPZ,gtx basic,ganjaflex,lost,2017-04-04,2017-05-10,0.0,9,9.0,2,1.0,False,False,False,False,4.0,9.0,1.0,1.0,False,False,False
FBJHTF91,gtx plus basic,kan code,lost,2017-04-04,2017-04-11,0.0,14,8.0,3,2.0,False,False,False,False,4.0,3.5,1.0,1.0,False,False,False
Z50GQV8I,gtx basic,vehement capital partners,won,2017-04-04,2017-04-11,593.0,9,25.0,2,3.0,False,False,False,False,4.0,7.666666666666667,1.0,1.0,False,False,False
O2CPAAF0,gtxpro,plussunin,won,2017-04-04,2017-06-26,5197.0,6,9.0,1,1.0,False,False,False,False,6.0,9.0,1.0,1.0,False,False,True
CEOTU8PX,gtxpro,dambase,lost,2017-04-04,2017-04-15,0.0,6,7.0,1,1.0,False,False,False,False,6.0,7.0,1.0,1.0,False,False,False
2S3DHZFO,gtxpro,konmatfix,lost,2017-04-04,2017-06-21,0.0,6,9.0,1,1.0,False,False,False,False,6.0,9.0,1.0,1.0,False,False,False
ZE1ZKD7Q,mg special,statholdings,lost,2017-04-04,2017-04-12,0.0,10,12.0,2,1.0,False,False,False,False,4.5,12.0,1.0,1.0,False,False,False
Y9XOOWHS,mg advanced,finhigh,won,2017-04-04,2017-06-18,3031.0,11,7.0,2,1.0,False,False,False,False,5.0,7.0,1.0,1.0,False,False,False
5FIGO7XN,gtxpro,gekko co,lost,2017-04-04,2017-04-15,0.0,6,8.0,1,2.0,False,False,False,False,6.0,3.5,1.0,1.0,False,False,False
EFO8XWXE,gtxpro,zencorporation,won,2017-04-04,2017-05-25,5244.0,6,14.0,1,1.0,False,False,False,False,6.0,14.0,1.0,1.0,False,False,True
BPOTQCFG,mg special,,engaging,2017-04-04,,,10,,2,,False,False,False,False,4.5,,1.0,,False,False,False
62R8ERQ0,mg special,green plus,lost,2017-04-04,2017-04-10,0.0,10,10.0,2,2.0,False,False,False,False,4.5,4.5,1.0,1.0,False,False,False
HYCELUAD,gtx plus pro,ontomedia,won,2017-04-04,2017-06-20,5946.0,12,9.0,3,1.0,False,False,False,False,3.3333333333333335,9.0,1.0,1.0,False,False,True
MJZP9WYC,gtx plus basic,golddex,lost,2017-04-04,2017-04-08,0.0,14,7.0,3,1.0,False,False,False,False,4.0,7.0,1.0,1.0,False,False,False
JNYS6BIJ,gtx plus pro,labdrill,lost,2017-04-04,2017-04-11,0.0,12,8.0,3,1.0,False,False,False,False,3.3333333333333335,8.0,1.0,1.0,False,False,False
LUT9KYJA,gtxpro,singletechno,won,2017-04-04,2017-06-06,4335.0,6,12.0,1,1.0,False,False,False,False,6.0,12.0,1.0,1.0,False,False,True
DIWC1AHU,gtx plus pro,finhigh,lost,2017-04-04,2017-04-06,0.0,12,7.0,3,1.0,False,False,False,False,3.3333333333333335,7.0,1.0,1.0,False,False,False
ILYP3YGW,gtxpro,konmatfix,won,2017-04-04,2017-04-06,5063.0,6,9.0,1,1.0,False,False,False,False,6.0,9.0,1.0,1.0,False,False,True
0XC4DR3F,gtxpro,streethex,won,2017-04-04,2017-04-10,5032.0,6,9.0,1,1.0,False,False,False,False,6.0,9.0,1.0,1.0,False,False,True
3ZM8BJQO,gtxpro,labdrill,won,2017-04-04,2017-05-31,4398.0,6,8.0,1,1.0,False,False,False,False,6.0,8.0,1.0,1.0,False,False,True
AM5J5QPK,gtxpro,scotfind,won,2017-04-04,2017-04-06,4449.0,6,8.0,1,1.0,False,False,False,False,6.0,8.0,1.0,1.0,False,False,True
DRFUPEOU,gtx plus pro,blackzim,lost,2017-04-04,2017-05-10,0.0,12,8.0,3,1.0,False,False,False,False,3.3333333333333335,8.0,1.0,1.0,False,False,False
I19TOSXS,gtx basic,treequote,lost,2017-04-04,2017-04-06,0.0,9,9.0,2,1.0,False,False,False,False,4.0,9.0,1.0,1.0,False,False,False
DWO4HD34,mg advanced,isdom,lost,2017-04-04,2017-04-15,0.0,11,5.0,2,1.0,False,False,False,False,5.0,5.0,1.0,1.0,False,False,False
4YH4JR1Q,mg special,funholding,won,2017-04-04,2017-05-31,50.0,10,10.0,2,1.0,False,False,False,False,4.5,10.0,1.0,1.0,False,False,False
XM4VD3NN,gtx plus basic,,engaging,2017-04-04,,,14,,3,,False,False,False,False,4.0,,1.0,,False,False,False
NUA0OE6Z,gtx basic,goodsilron,won,2017-04-04,2017-06-03,605.0,9,10.0,2,1.0,False,False,False,False,4.0,10.0,1.0,1.0,False,False,False
GDOHDB6U,mg special,scotfind,won,2017-04-04,2017-04-08,57.0,10,8.0,2,1.0,False,False,False,False,4.5,8.0,1.0,1.0,False,False,False
I58DG1XE,mg advanced,cheers,won,2017-04-04,2017-06-10,2882.0,11,6.0,2,1.0,False,False,False,False,5.0,6.0,1.0,1.0,False,False,False
YA3O04NX,mg advanced,gogozoom,won,2017-04-04,2017-06-05,3011.0,11,8.0,2,1.0,False,False,False,False,5.0,8.0,1.0,1.0,False,False,False
D62905BC,gtx plus pro,,engaging,2017-04-04,,,12,,3,,False,False,False,False,3.3333333333333335,,1.0,,False,False,False
C2X9D7JO,gtx plus basic,rantouch,won,2017-04-04,2017-04-11,1181.0,14,8.0,3,1.0,False,False,False,False,4.0,8.0,1.0,1.0,False,False,False
SBLP2LJB,gtx plus basic,betatech,won,2017-04-04,2017-06-11,1067.0,14,8.0,3,1.0,False,False,False,False,4.0,8.0,1.0,1.0,False,False,False
3CWKBXEN,gtx basic,donquadtech,lost,2017-04-04,2017-04-13,0.0,9,11.0,2,1.0,False,False,False,False,4.0,11.0,1.0,1.0,False,False,False
ZG82F4GH,gtx basic,initech,lost,2017-04-04,2017-04-09,0.0,9,7.0,2,1.0,False,False,False,False,4.0,7.0,1.0,1.0,False,False,False
64KS4KGN,mg special,isdom,won,2017-04-04,2017-04-06,54.0,10,5.0,2,1.0,False,False,False,False,4.5,5.0,1.0,1.0,False,False,False
637HKAFD,gtx basic,plexzap,won,2017-04-04,2017-06-29,564.0,9,7.0,2,1.0,False,False,False,False,4.0,7.0,1.0,1.0,False,False,False
U9E3G8UT,gtx plus basic,conecom,lost,2017-04-05,2017-04-06,0.0,14,7.0,3,1.0,False,False,False,False,4.0,7.0,1.0,1.0,False,False,False
FB1AO8SL,mg special,betatech,won,2017-04-05,2017-04-14,57.0,10,8.0,2,1.0,False,False,False,False,4.5,8.0,1.0,1.0,False,False,False
79LGX9EX,gtxpro,yearin,won,2017-04-05,2017-06-30,5558.0,6,6.0,1,1.0,False,False,False,False,6.0,6.0,1.0,1.0,False,False,True
LOAYKUEO,gtx plus pro,treequote,lost,2017-04-05,2017-04-10,0.0,12,9.0,3,1.0,False,False,False,False,3.3333333333333335,9.0,1.0,1.0,False,False,False
EM4XNIPW,gtx basic,silis,lost,2017-04-05,2017-04-07,0.0,9,5.0,2,1.0,False,False,False,False,4.0,5.0,1.0,1.0,False,False,False
E6WG7J0I,gtx plus basic,bubba gump,won,2017-04-05,2017-04-10,1083.0,14,10.0,3,2.0,False,False,False,False,4.0,4.5,1.0,1.0,False,False,False
37FL55S0,gtxpro,treequote,won,2017-04-05,2017-04-06,5647.0,6,9.0,1,1.0,False,False,False,False,6.0,9.0,1.0,1.0,False,False,True
RSXFS096,gtx basic,zencorporation,lost,2017-04-05,2017-08-07,0.0,9,14.0,2,1.0,False,False,False,False,4.0,14.0,1.0,1.0,False,False,False
5QSU8PQU,gtxpro,silis,won,2017-04-05,2017-06-19,4648.0,6,5.0,1,1.0,False,False,False,False,6.0,5.0,1.0,1.0,False,False,True
N58V2ML8,mg special,plussunin,won,2017-04-05,2017-04-14,50.0,10,9.0,2,1.0,False,False,False,False,4.5,9.0,1.0,1.0,False,False,False
SFI9TVH3,mg advanced,hottechi,lost,2017-04-05,2017-04-07,0.0,11,8.0,2,1.0,False,False,False,False,5.0,8.0,1.0,1.0,False,False,False
0G65AQVC,gtx basic,kan code,lost,2017-04-05,2017-05-30,0.0,9,8.0,2,2.0,False,False,False,False,4.0,3.5,1.0,1.0,False,False,False
F91QWQ1G,gtxpro,singletechno,lost,2017-04-05,2017-04-07,0.0,6,12.0,1,1.0,False,False,False,False,6.0,12.0,1.0,1.0,False,False,False
XEP9GSSY,gtx basic,dambase,lost,2017-04-05,2017-08-07,0.0,9,7.0,2,1.0,False,False,False,False,4.0,7.0,1.0,1.0,False,False,False
0000I7AO,gtx basic,rangreen,won,2017-04-05,2017-05-12,505.0,9,8.0,2,1.0,False,False,False,False,4.0,8.0,1.0,1.0,False,False,False
A0VM9Q5M,gtxpro,doncon,lost,2017-04-05,2017-04-15,0.0,6,6.0,1,1.0,False,False,False,False,6.0,6.0,1.0,1.0,False,False,False
P9SDPJJO,gtx basic,green plus,won,2017-04-05,2017-04-06,450.0,9,10.0,2,2.0,False,False,False,False,4.0,4.5,1.0,1.0,False,False,False
NW6OPA4M,gtx plus pro,blackzim,won,2017-04-05,2017-05-21,4983.0,12,8.0,3,1.0,False,False,False,False,3.3333333333333335,8.0,1.0,1.0,False,False,True
ZZQB2NPD,gtx plus basic,ron tech,won,2017-04-05,2017-06-19,1140.0,14,8.0,3,2.0,False,False,False,False,4.0,3.5,1.0,1.0,False,False,False
9ILB20UV,mg special,,engaging,2017-04-05,,,10,,2,,False,False,False,False,4.5,,1.0,,False,False,False
KG5JIU81,gtx plus basic,faxquote,lost,2017-04-05,2017-04-07,0.0,14,8.0,3,1.0,False,False,False,False,4.0,8.0,1.0,1.0,False,False,False
4XGA0K6N,mg advanced,j texon,won,2017-04-05,2017-06-22,3188.0,11,7.0,2,2.0,False,False,False,False,5.0,3.0,1.0,1.0,False,False,False
MV1LBCP5,gtx basic,silis,lost,2017-04-05,2017-04-06,0.0,9,5.0,2,1.0,False,False,False,False,4.0,5.0,1.0,1.0,False,False,False
UIFIWKNI,gtx plus basic,xx zobam,won,2017-04-05,2017-08-02,1091.0,14,8.0,3,2.0,False,False,False,False,4.0,3.5,1.0,1.0,False,False,False
MBGVOGCY,gtx plus pro,bioplex,won,2017-04-05,2017-04-12,5095.0,12,7.0,3,1.0,False,False,False,False,3.3333333333333335,7.0,1.0,1.0,False,False,True
2WQ5FUPR,mg special,condax,won,2017-04-05,2017-08-02,51.0,10,6.0,2,1.0,False,False,False,False,4.5,6.0,1.0,1.0,False,False,False
DA6LGJ66,mg special,green plus,won,2017-04-05,2017-06-19,62.0,10,10.0,2,2.0,False,False,False,False,4.5,4.5,1.0,1.0,False,False,False
OJSYLHMZ,gtx basic,zoomit,won,2017-04-05,2017-06-28,550.0,9,6.0,2,1.0,False,False,False,False,4.0,6.0,1.0,1.0,False,False,False
QO6CI3P4,mg special,gekko co,won,2017-04-05,2017-04-07,45.0,10,8.0,2,2.0,False,False,False,False,4.5,3.5,1.0,1.0,False,False,False
PNO7D8PD,gtx basic,,engaging,2017-04-05,,,9,,2,,False,False,False,False,4.0,,1.0,,False,False,False
HJP5X1MT,gtx basic,dontechi,won,2017-04-06,2017-06-09,527.0,9,8.0,2,1.0,False,False,False,False,4.0,8.0,1.0,1.0,False,False,False
JO4MF90Q,gtx basic,kinnamplus,lost,2017-04-06,2017-04-15,0.0,9,10.0,2,1.0,False,False,False,False,4.0,10.0,1.0,1.0,False,False,False
RX95UPUC,gtx plus basic,xx zobam,lost,2017-04-06,2017-05-30,0.0,14,8.0,3,2.0,False,False,False,False,4.0,3.5,1.0,1.0,False,False,False
2GV66JA7,mg advanced,,engaging,2017-04-06,,,11,,2,,False,False,False,False,5.0,,1.0,,False,False,False
0SMQAD34,mg advanced,domzoom,lost,2017-04-06,2017-04-08,0.0,11,7.0,2,1.0,False,False,False,False,5.0,7.0,1.0,1.0,False,False,False
THMEDL51,mg special,rundofase,won,2017-04-06,2017-04-14,64.0,10,9.0,2,1.0,False,False,False,False,4.5,9.0,1.0,1.0,False,False,False
94B4785B,mg advanced,plussunin,won,2017-04-06,2017-04-15,3655.0,11,9.0,2,1.0,False,False,False,False,5.0,9.0,1.0,1.0,False,False,True
AKMV6WN5,gtk 500,,engaging,2017-04-06,,,7,,2,,False,False,False,False,3.0,,1.0,,True,False,False
HPIKEMB9,mg special,,engaging,2017-04-06,,,10,,2,,False,False,False,False,4.5,,1.0,,False,False,False
SLN6HHLD,mg special,bioholding,lost,2017-04-06,2017-04-16,0.0,10,10.0,2,1.0,False,False,False,False,4.5,10.0,1.0,1.0,False,False,False
MU3PM8ON,mg advanced,rundofase,lost,2017-04-06,2017-04-13,0.0,11,9.0,2,1.0,False,False,False,False,5.0,9.0,1.0,1.0,False,False,False
U0E0XHK9,mg advanced,,engaging,2017-04-06,,,11,,2,,False,False,False,False,5.0,,1.0,,False,False,False
E6GVZ30Q,gtx basic,finjob,won,2017-04-06,2017-05-21,561.0,9,6.0,2,1.0,False,False,False,False,4.0,6.0,1.0,1.0,False,False,False
8254HM4E,gtx plus basic,,engaging,2017-04-06,,,14,,3,,False,False,False,False,4.0,,1.0,,False,False,False
QVWM8LUB,gtx basic,hatfan,lost,2017-04-06,2017-08-06,0.0,9,6.0,2,1.0,False,False,False,False,4.0,6.0,1.0,1.0,False,False,False
7C2HU8OC,gtx plus basic,faxquote,lost,2017-04-06,2017-04-16,0.0,14,8.0,3,1.0,False,False,False,False,4.0,8.0,1.0,1.0,False,False,False
74P8ZFDD,gtx plus pro,plexzap,won,2017-04-06,2017-04-07,6154.0,12,7.0,3,1.0,False,False,False,False,3.3333333333333335,7.0,1.0,1.0,False,False,True
MB3376Q1,gtxpro,cheers,won,2017-04-06,2017-04-12,4756.0,6,6.0,1,1.0,False,False,False,False,6.0,6.0,1.0,1.0,False,False,True
RSAGMF10,gtx basic,streethex,lost,2017-04-06,2017-04-14,0.0,9,9.0,2,1.0,False,False,False,False,4.0,9.0,1.0,1.0,False,False,False
3N6VGWVS,mg special,gogozoom,won,2017-04-06,2017-05-30,61.0,10,8.0,2,1.0,False,False,False,False,4.5,8.0,1.0,1.0,False,False,False
KG61YJ92,gtx basic,warephase,won,2017-04-06,2017-06-24,575.0,9,9.0,2,1.0,False,False,False,False,4.0,9.0,1.0,1.0,False,False,False
Z4A1R9CJ,gtx plus basic,finhigh,won,2017-04-06,2017-05-22,1147.0,14,7.0,3,1.0,False,False,False,False,4.0,7.0,1.0,1.0,False,False,False
I6ZWBDU6,mg advanced,funholding,won,2017-04-06,2017-06-12,3161.0,11,10.0,2,1.0,False,False,False,False,5.0,10.0,1.0,1.0,False,False,False
3DB2J8UR,gtx basic,isdom,lost,2017-04-06,2017-04-16,0.0,9,5.0,2,1.0,False,False,False,False,4.0,5.0,1.0,1.0,False,False,False
6ER2KL7X,mg advanced,condax,lost,2017-04-06,2017-04-14,0.0,11,6.0,2,1.0,False,False,False,False,5.0,6.0,1.0,1.0,False,False,False
CBTC7BHL,gtx basic,scotfind,won,2017-04-06,2017-05-04,525.0,9,8.0,2,1.0,False,False,False,False,4.0,8.0,1.0,1.0,False,False,False
93JCG10L,gtxpro,dalttechnology,won,2017-04-06,2017-04-12,4168.0,6,14.0,1,1.0,False,False,False,False,6.0,14.0,1.0,1.0,False,False,True
X9BUD48V,gtx basic,warephase,won,2017-04-07,2017-04-08,596.0,9,9.0,2,1.0,False,False,False,False,4.0,9.0,1.0,1.0,False,False,False
QCNOCX0P,gtxpro,,engaging,2017-04-07,,,6,,1,,False,False,False,False,6.0,,1.0,,False,False,False
TQLJOZBP,mg special,zotware,won,2017-04-07,2017-04-15,59.0,10,7.0,2,1.0,False,False,False,False,4.5,7.0,1.0,1.0,False,False,False
9IE6GBXM,gtxpro,ontomedia,lost,2017-04-07,2017-05-14,0.0,6,9.0,1,1.0,False,False,False,False,6.0,9.0,1.0,1.0,False,False,False
M9V8824W,mg advanced,,engaging,2017-04-07,,,11,,2,,False,False,False,False,5.0,,1.0,,False,False,False
BG2656VA,gtx plus pro,konex,won,2017-04-07,2017-04-15,5684.0,12,5.0,3,1.0,False,False,False,False,3.3333333333333335,5.0,1.0,1.0,False,False,True
JXBUN5MY,mg advanced,kan code,lost,2017-04-07,2017-04-15,0.0,11,8.0,2,2.0,False,False,False,False,5.0,3.5,1.0,1.0,False,False,False
7TJEHAED,gtxpro,gogozoom,won,2017-04-07,2017-04-15,4413.0,6,8.0,1,1.0,False,False,False,False,6.0,8.0,1.0,1.0,False,False,True
QPOE9V6Y,mg advanced,opentech,lost,2017-04-07,2017-04-17,0.0,11,8.0,2,1.0,False,False,False,False,5.0,8.0,1.0,1.0,False,False,False
ULJM9JGL,mg advanced,vehement capital partners,lost,2017-04-07,2017-04-15,0.0,11,25.0,2,3.0,False,False,False,False,5.0,7.666666666666667,1.0,1.0,False,False,False
PYY9M6Q4,gtxpro,mathtouch,won,2017-04-07,2017-04-13,4152.0,6,9.0,1,1.0,False,False,False,False,6.0,9.0,1.0,1.0,False,False,True
WAF692K8,mg special,dalttechnology,won,2017-04-07,2017-06-24,51.0,10,14.0,2,1.0,False,False,False,False,4.5,14.0,1.0,1.0,False,False,False
0UDLH6I3,gtx basic,zathunicon,lost,2017-04-07,2017-04-15,0.0,9,10.0,2,1.0,False,False,False,False,4.0,10.0,1.0,1.0,False,False,False
WUGE2QUO,mg advanced,toughzap,lost,2017-04-07,2017-04-18,0.0,11,8.0,2,1.0,False,False,False,False,5.0,8.0,1.0,1.0,False,False,False
XBLA9VO6,gtx plus basic,sonron,won,2017-04-07,2017-05-18,1103.0,14,6.0,3,1.0,False,False,False,False,4.0,6.0,1.0,1.0,False,False,False
QL7H3WQZ,gtx plus basic,warephase,won,2017-04-07,2017-04-09,1091.0,14,9.0,3,1.0,False,False,False,False,4.0,9.0,1.0,1.0,False,False,False
DXBLA2BS,gtx plus basic,zumgoity,won,2017-04-07,2017-04-17,1189.0,14,8.0,3,1.0,False,False,False,False,4.0,8.0,1.0,1.0,False,False,False
EYW0QD8A,gtxpro,streethex,won,2017-04-07,2017-06-27,4534.0,6,9.0,1,1.0,False,False,False,False,6.0,9.0,1.0,1.0,False,False,True
NXWNJ7U5,gtx basic,golddex,lost,2017-04-07,2017-05-12,0.0,9,7.0,2,1.0,False,False,False,False,4.0,7.0,1.0,1.0,False,False,False
8LVFBGN4,gtx plus basic,konex,lost,2017-04-07,2017-04-16,0.0,14,5.0,3,1.0,False,False,False,False,4.0,5.0,1.0,1.0,False,False,False
