opportunity_id,product,account,deal_stage,close_date,close_value
NPB8ZLEO,MG Advanced,Konex,Lost,2017-05-13,0.0
HJIO57TA,MG Advanced,Massive Dynamic,Won,2017-06-06,3246.0
U6N053E1,GTX Basic,Scottech,Won,2017-03-02,423.0
R5RSH4JV,GTX Plus Pro,,Engaging,,
MTKCJVFO,GTX Basic,Initech,Won,2017-06-18,542.0
KIP060D0,GTXPro,Ontomedia,Won,2017-03-08,5040.0
YOISPUC6,GTX Plus Basic,Kan-code,Lost,2017-05-21,0.0
2MHTTXX0,GTX Plus Pro,Rangreen,Lost,2017-06-17,0.0
QU4FNKZL,GTXPro,Statholdings,Won,2017-05-09,5423.0
GZUKDP7F,MG Advanced,Cancity,Won,2017-06-13,3295.0
S519S1EK,GTX Basic,Plussunin,Won,2017-06-02,568.0
AL554AUI,GTX Basic,Xx-zobam,Won,2017-05-26,640.0
MCWDHOBT,GTXPro,Plusstrip,Won,2017-05-19,4612.0
GDZV8N5W,GTXPro,Domzoom,Lost,2017-05-26,0.0
X1D1HYMM,GTX Plus Pro,,Engaging,,
F4FLJ0WW,GTX Plus Basic,Goodsilron,Lost,2017-05-26,0.0
P3VM7655,MG Advanced,Dontechi,Won,2017-05-06,3281.0
5QU60VGE,GTX Basic,Finjob,Lost,2017-03-12,0.0
3CLBPMYZ,GTX Plus Basic,Labdrill,Lost,2017-03-08,0.0
G17JEA75,MG Special,Rantouch,Won,2017-03-11,59.0
BGU0JJ9X,GTX Plus Basic,Scottech,Won,2017-06-30,1081.0
U02OIJGK,GTX Plus Basic,Zumgoity,Won,2017-05-09,962.0
3N7ZXGMF,GTX Plus Basic,Codehow,Won,2017-03-06,1123.0
0QHI3KG5,MG Advanced,Xx-zobam,Won,2017-06-10,3075.0
0WWDVOM3,MG Special,Condax,Won,2017-05-09,50.0
QPPUCKFM,MG Special,Dalttechnology,Won,2017-03-06,47.0
VGE4M1C9,MG Special,Globex Corporation,Lost,2017-03-08,0.0
56XQOTXV,GTX Plus Pro,Betatech,Won,2017-05-17,4494.0
1JC9DMNJ,MG Special,Hottechi,Lost,2017-05-06,0.0
AK2LRFXF,MG Special,Singletechno,Won,2017-03-11,61.0
UCK7JRXG,MG Advanced,Goodsilron,Won,2017-05-13,3418.0
GVYF29NM,MG Advanced,,Engaging,,
DN6SG3US,GTX Plus Pro,,Engaging,,
WM30CUBE,MG Advanced,Konex,Won,2017-06-02,3336.0
EW28ZONV,GTX Plus Basic,,Engaging,,
8DWOWB6Y,GTX Basic,Betatech,Lost,2017-03-16,0.0
BGNB966A,GTX Plus Pro,Mathtouch,Won,2017-03-13,4766.0
4Q4CLZCH,MG Advanced,Plussunin,Lost,2017-06-10,0.0
YQ24IWRQ,GTX Basic,Ganjaflex,Won,2017-05-27,592.0
Z30RS0CL,GTX Basic,Iselectrics,Lost,2017-06-01,0.0
FRB34F3W,MG Special,Green-Plus,Lost,2017-05-24,0.0
CGEHFK9N,GTXPro,Treequote,Lost,2017-05-29,0.0
4A189ZAB,GTXPro,Dontechi,Won,2017-06-08,5142.0
0HELH2Q0,GTX Plus Basic,Cheers,Lost,2017-05-29,0.0
9E8A7MQ8,GTX Plus Pro,Blackzim,Engaging,,
HG5P21RO,MG Advanced,Gogozoom,Lost,2017-05-08,0.0
MGP9HCUL,GTX Plus Basic,Plexzap,Lost,2017-06-16,0.0
HVZMZW96,GTX Plus Basic,,Engaging,,
1H1YDS7C,GTX Plus Basic,,Engaging,,
FZC2J90W,MG Advanced,Bluth Company,Engaging,,
XX84TIMO,GTX Plus Basic,Faxquote,Lost,2017-06-26,0.0
2JFS8EGS,MG Special,Nam-zim,Lost,2017-05-03,0.0
GBMHNLRO,GTX Basic,Dontechi,Won,2017-03-15,660.0
NAVG0P26,GTX Basic,Rundofase,Won,2017-05-26,443.0
DK955UBP,MG Special,Codehow,Lost,2017-05-20,0.0
0OOZE4GN,GTX Plus Pro,Zotware,Lost,2017-03-03,0.0
3P0T15VX,MG Special,The New York Inquirer,Lost,2017-05-18,0.0
GK0A4IQW,MG Special,Domzoom,Won,2017-06-18,61.0
UI3DE2C4,GTX Plus Basic,,Engaging,,
UXJSIAVS,GTX Plus Pro,Y-corporation,Won,2017-03-14,4846.0
KR4K652E,GTX Basic,dambase,Won,2017-06-04,574.0
J2SR2H1Y,GTX Basic,Ganjaflex,Lost,2017-06-18,0.0
4U5VTUJL,GTXPro,Sumace,Lost,2017-05-22,0.0
VTT447YT,GTX Basic,Conecom,Won,2017-05-03,497.0
8JJY9B08,GTX Basic,Xx-zobam,Lost,2017-05-04,0.0
STTAXKIU,GTX Plus Pro,Konex,Won,2017-05-30,5159.0
25FUROM1,GTX Plus Basic,Y-corporation,Engaging,,
PX4OW5SC,MG Special,Codehow,Lost,2017-05-02,0.0
87MEZS8G,GTXPro,Conecom,Won,2017-05-13,4311.0
SLIWHUIM,GTX Basic,Ganjaflex,Won,2017-05-22,609.0
XBVFZ1IR,GTX Plus Basic,Cancity,Won,2017-06-24,1008.0
7B3J333S,GTXPro,Zumgoity,Won,2017-06-22,4458.0
9X2S0K15,MG Advanced,,Engaging,,
3N9I1WH7,MG Advanced,Plexzap,Won,2017-05-26,2964.0
TMW4J6NA,GTX Plus Pro,Lexiqvolax,Lost,2017-06-04,0.0
ZI1MPYF3,MG Advanced,Dalttechnology,Won,2017-06-05,3813.0
L6KOBEBZ,GTX Basic,Rundofase,Won,2017-05-27,528.0
Z2S4KUPO,GTX Plus Basic,Rantouch,Won,2017-03-10,1173.0
GIW1PN4L,GTXPro,Kan-code,Won,2017-06-19,3893.0
E57F5Z2K,GTXPro,Sonron,Won,2017-03-15,4678.0
38KKSE72,GTX Basic,Bioholding,Won,2017-06-01,530.0
0GJ586J0,MG Special,Sunnamplex,Lost,2017-03-14,0.0
4V0S4BA3,GTK 500,Goodsilron,Won,2017-06-27,29617.0
1LTD5TKV,GTX Plus Basic,Isdom,Won,2017-05-09,1028.0
VBM56CIF,MG Advanced,Domzoom,Won,2017-06-28,2863.0
XRZVJPD5,GTX Plus Basic,,Engaging,,
PDH2NPE1,MG Advanced,Codehow,Won,2017-06-28,4109.0
OV60VIBB,GTX Basic,Betatech,Lost,2017-05-08,0.0
2OAIXF3A,GTX Plus Basic,Kan-code,Won,2017-03-13,1106.0
QDGUWTLU,MG Special,,Engaging,,
FBSEA94D,MG Special,Bubba Gump,Won,2017-06-30,53.0
EOB01PRO,MG Special,Globex Corporation,Won,2017-05-14,47.0
5QC9H4C2,MG Advanced,Kan-code,Won,2017-05-23,3749.0
3HGQ3BOY,MG Advanced,Ontomedia,Won,2017-05-27,4204.0
CO6ZPH1W,MG Advanced,Umbrella Corporation,Won,2017-06-15,3986.0
M3WTE943,GTXPro,Donquadtech,Won,2017-06-05,5105.0
X914SMX7,GTX Basic,Genco Pura Olive Oil Company,Won,2017-06-22,516.0
1MCE2AOV,GTXPro,Rundofase,Won,2017-06-02,4407.0
8061HKKB,MG Advanced,Zathunicon,Won,2017-06-19,3087.0
T1HIH384,GTX Plus Pro,Inity,Won,2017-05-15,5331.0
FM2NX2GB,MG Advanced,Condax,Won,2017-05-05,4069.0
JSZZN48S,GTX Plus Pro,,Engaging,,
SJ45HNHM,GTX Basic,Hatfan,Won,2017-06-29,463.0
NYGZJYCJ,GTX Plus Pro,Faxquote,Won,2017-05-26,5625.0
6MMFIIGE,GTX Basic,Rundofase,Won,2017-06-15,524.0
IJ817GQJ,GTX Basic,Cheers,Lost,2017-05-12,0.0
F2B62IW4,MG Special,Bioplex,Engaging,,
PCRRS6JP,MG Special,Genco Pura Olive Oil Company,Lost,2017-05-28,0.0
NKL5SWX3,GTX Plus Basic,Zencorporation,Won,2017-06-01,1161.0
WVG1CIHX,GTX Plus Pro,Mathtouch,Won,2017-06-03,6046.0
7GRNFO6D,MG Special,Dontechi,Won,2017-05-18,49.0
G0QKNVIJ,MG Special,Conecom,Won,2017-05-28,51.0
6HRIX06M,MG Advanced,Hottechi,Won,2017-06-26,3415.0
DEHQTB8B,MG Special,Kinnamplus,Engaging,,
AM5YTMH3,GTX Plus Basic,Kan-code,Won,2017-03-10,1053.0
2L5ZWLI7,GTX Plus Basic,Betasoloin,Lost,2017-05-25,0.0
6B6Q8C5S,GTXPro,Donquadtech,Won,2017-03-15,5068.0
DF4KYH5H,GTXPro,Massive Dynamic,Won,2017-06-30,4256.0
KVR52YDI,GTXPro,,Engaging,,
JTDV6H65,MG Advanced,Treequote,Lost,2017-05-08,0.0
O8JF46GT,GTX Basic,Genco Pura Olive Oil Company,Won,2017-03-12,657.0
RK5Y67V6,MG Special,Stanredtax,Won,2017-03-08,60.0
COWOZH43,GTX Basic,Opentech,Lost,2017-05-29,0.0
DGIYD342,GTX Plus Pro,Hottechi,Lost,2017-05-10,0.0
JSSGVBVS,GTX Basic,Silis,Lost,2017-05-05,0.0
V28NVD6A,GTX Basic,Plussunin,Won,2017-05-01,629.0
I1IAVDQM,MG Advanced,Hottechi,Lost,2017-05-23,0.0
4MC584U5,MG Advanced,Treequote,Won,2017-06-02,4082.0
MCYLHUCZ,GTX Plus Basic,Rundofase,Won,2017-05-31,1044.0
5E4DTWHV,MG Advanced,Inity,Lost,2017-06-11,0.0
1VUBYV53,GTX Plus Basic,Rantouch,Won,2017-03-21,1025.0
W03CXYET,GTX Basic,Streethex,Won,2017-06-17,465.0
LZVFFQLN,MG Special,Konmatfix,Won,2017-06-14,50.0
MFV0C5RN,GTX Plus Pro,Vehement Capital Partners,Won,2017-03-09,5548.0
A1WZEK7U,MG Advanced,Kan-code,Won,2017-06-03,3558.0
516FJUNB,MG Advanced,Singletechno,Won,2017-03-07,3959.0
PE8DK02A,MG Special,Ron-tech,Won,2017-03-17,49.0
10NTPQUY,MG Special,Warephase,Won,2017-06-16,50.0
X2EXSMPR,GTX Basic,Xx-holding,Won,2017-03-08,523.0
JCFQVIEG,GTX Plus Basic,Zoomit,Won,2017-06-01,1086.0
XIWKGJOW,GTXPro,Goodsilron,Won,2017-03-09,4445.0
STT3X4NB,GTX Basic,Xx-holding,Engaging,,
DHGLWIDZ,GTXPro,Umbrella Corporation,Won,2017-06-24,4756.0
74VGCEEW,MG Special,Gekko & Co,Won,2017-06-19,67.0
MXTAIS4Q,MG Advanced,Iselectrics,Won,2017-06-09,3783.0
XRDF1NAB,GTXPro,,Engaging,,
YP8QKKEZ,GTX Basic,Doncon,Lost,2017-05-31,0.0
3TSOEM5K,GTX Plus Pro,Rantouch,Lost,2017-06-27,0.0
G7RCJBVL,MG Advanced,Dontechi,Lost,2017-05-31,0.0
G20IQSA3,GTX Basic,Conecom,Won,2017-03-12,522.0
Q16BQCEL,GTX Plus Basic,Kinnamplus,Won,2017-03-18,1001.0
9924I5ZF,GTX Plus Pro,Betatech,Won,2017-05-25,5728.0
SLLJT3T1,GTX Plus Pro,Codehow,Won,2017-06-19,4856.0
AAEUN73V,GTXPro,Cancity,Won,2017-05-26,5570.0
32LY2D1K,MG Advanced,Conecom,Won,2017-05-26,3647.0
S2UWELRW,GTX Basic,Mathtouch,Won,2017-06-11,487.0
5VQRLIEZ,GTX Plus Basic,Donquadtech,Won,2017-06-12,1166.0
WUNMIJW9,MG Advanced,,Engaging,,
6U0CT07B,GTX Basic,Scottech,Won,2017-06-06,595.0
DFN1V29L,MG Special,Condax,Won,2017-06-04,49.0
VBZ862OS,GTX Basic,Xx-holding,Won,2017-03-19,599.0
VFKKSJT2,GTXPro,Kan-code,Won,2017-05-15,4506.0
FJMFXCTD,GTXPro,Sunnamplex,Won,2017-05-06,4512.0
LGLIB8TR,GTX Basic,Gogozoom,Lost,2017-05-01,0.0
JREGYB42,GTX Plus Basic,Nam-zim,Won,2017-05-06,1102.0
4V9NMGEA,GTX Basic,,Engaging,,
9PWM6RYC,GTX Basic,Rantouch,Lost,2017-06-10,0.0
EMUA57Q2,MG Special,Condax,Won,2017-05-12,54.0
DB3N4CHN,MG Special,Hottechi,Won,2017-03-17,62.0
4CXUC4VR,GTX Basic,Rantouch,Engaging,,
79EHWR35,GTX Basic,,Engaging,,
L0GMLGRR,MG Special,,Engaging,,
OF7GY5F4,MG Special,The New York Inquirer,Won,2017-03-09,61.0
D3ZC338T,GTX Basic,,Engaging,,
CVFJUYPM,GTXPro,Singletechno,Lost,2017-05-23,0.0
L5807I4N,GTXPro,Labdrill,Won,2017-03-16,4277.0
Q1ZKBGV5,MG Special,Globex Corporation,Won,2017-05-23,46.0
9JKODCAU,MG Special,Rundofase,Won,2017-06-22,54.0
LELWKXDX,GTX Plus Pro,Donquadtech,Won,2017-06-08,6173.0
QRQ8C6MQ,GTXPro,Globex Corporation,Engaging,,
DA95Q0VE,MG Advanced,Ganjaflex,Lost,2017-03-21,0.0
5HMZH1Z9,GTXPro,Sumace,Lost,2017-06-11,0.0
05QMFSF0,GTXPro,Toughzap,Lost,2017-05-16,0.0
JE245P8R,GTX Plus Basic,Konmatfix,Won,2017-05-28,1149.0
SFQMEZIW,GTX Basic,Silis,Lost,2017-05-04,0.0
B8RR21XP,GTX Plus Basic,Dontechi,Lost,2017-03-16,0.0
ZG8WPG99,GTXPro,,Engaging,,
U85VV1BU,GTX Basic,Goodsilron,Won,2017-05-22,568.0
V6HB68BL,GTX Basic,J-Texon,Won,2017-05-30,567.0
H9JPB7GW,GTX Basic,Genco Pura Olive Oil Company,Won,2017-03-09,542.0
8LFNU39A,GTX Basic,Conecom,Lost,2017-05-28,0.0
SWPTTVQZ,GTX Plus Basic,Funholding,Won,2017-03-16,1062.0
GKJLM1UR,GTX Plus Basic,Fasehatice,Won,2017-03-13,1057.0
8L1ZHTPL,GTX Plus Basic,Globex Corporation,Won,2017-06-01,1020.0
U7M26UZV,MG Special,,Engaging,,
TV300INP,GTX Plus Pro,,Engaging,,
KBQ16F1I,GTX Basic,,Engaging,,
4XX690SP,GTX Basic,Green-Plus,Won,2017-05-11,535.0
JSDGELLK,GTX Basic,Codehow,Won,2017-06-13,522.0
LV1754PS,GTX Basic,Rangreen,Won,2017-05-14,544.0
JIYYV11P,MG Advanced,Genco Pura Olive Oil Company,Won,2017-06-07,3081.0
FYN7C0CV,MG Advanced,,Engaging,,
6TB7XA83,MG Special,dambase,Won,2017-05-18,51.0
U5UM9W8V,GTX Plus Basic,Zencorporation,Lost,2017-05-09,0.0
5JDWBOLS,GTX Basic,,Engaging,,
POB32WHJ,GTX Plus Basic,Acme Corporation,Lost,2017-05-06,0.0
4T8KR12S,GTX Plus Basic,Streethex,Won,2017-03-20,1076.0
JA0D4V57,MG Advanced,Y-corporation,Won,2017-05-09,3685.0
6CKB8I8U,GTX Plus Basic,Hottechi,Lost,2017-05-13,0.0
HKBAON9X,GTXPro,Golddex,Won,2017-05-18,3997.0
7S1N6QHI,MG Special,Y-corporation,Won,2017-03-18,51.0
CHI2T3IH,MG Advanced,Sunnamplex,Won,2017-03-21,3164.0
X7HK448T,GTX Basic,Funholding,Won,2017-06-22,496.0
1YYN3PBU,MG Advanced,Faxquote,Lost,2017-05-13,0.0
R4L36Y0P,GTX Basic,Stanredtax,Won,2017-03-26,579.0
CPTEPYPZ,GTX Basic,Xx-holding,Lost,2017-05-20,0.0
AJJ7VJWA,GTXPro,Bioholding,Lost,2017-05-02,0.0
8BR6E4S6,GTXPro,Treequote,Lost,2017-05-27,0.0
YNKWBEEN,GTX Basic,Kan-code,Won,2017-06-27,521.0
SARVIBLS,MG Advanced,Gekko & Co,Won,2017-03-07,3889.0
M4ZNQTEQ,MG Advanced,Plussunin,Won,2017-03-12,3340.0
K0GWTWYL,MG Special,Finhigh,Lost,2017-03-20,0.0
TCSQO748,GTXPro,Cheers,Lost,2017-05-11,0.0
7TI1WTV9,GTXPro,Acme Corporation,Engaging,,
01EH41WA,GTXPro,,Engaging,,
ITCY8YV0,GTXPro,Blackzim,Won,2017-06-11,5876.0
SAUAOZVO,GTX Plus Pro,Toughzap,Won,2017-05-29,5092.0
1XHLB0Q5,GTX Plus Basic,Massive Dynamic,Lost,2017-05-09,0.0
71GQNH5T,MG Advanced,,Engaging,,
LSA39JBG,GTX Basic,,Engaging,,
OJVA8ZEK,GTX Plus Basic,Acme Corporation,Won,2017-06-08,966.0
UAX3F7D4,GTX Plus Pro,Opentech,Won,2017-03-21,6024.0
7PDUWDGT,MG Advanced,Condax,Won,2017-03-14,3759.0
QWJ2TRQM,GTXPro,Streethex,Lost,2017-05-24,0.0
3AU5SZ3V,GTXPro,Donquadtech,Won,2017-03-23,4443.0
BVOO33UA,MG Advanced,Cheers,Won,2017-06-28,3397.0
SC7XGQVA,GTX Plus Pro,Singletechno,Lost,2017-03-15,0.0
UY45Y7AM,MG Special,Sunnamplex,Lost,2017-05-14,0.0
M92Y63Q3,MG Special,Domzoom,Won,2017-05-05,59.0
AKTPC3M1,GTX Basic,,Engaging,,
JXAYTFNI,GTX Basic,Cancity,Lost,2017-05-12,0.0
BMM5D5R4,GTX Basic,dambase,Lost,2017-05-21,0.0
PSGTTYUT,GTX Basic,Rangreen,Won,2017-06-06,494.0
JRC2PMKX,GTX Plus Basic,Codehow,Won,2017-05-16,1060.0
JA5G7YBO,MG Special,Blackzim,Engaging,,
6M5LV1ZE,MG Special,Scottech,Lost,2017-05-26,0.0
CZ8PPZTC,MG Special,Bioplex,Engaging,,
IBZQBCSU,MG Special,Vehement Capital Partners,Lost,2017-05-19,0.0
YABTM1G5,GTX Basic,Domzoom,Lost,2017-05-30,0.0
FPTH6URQ,GTX Basic,Faxquote,Won,2017-05-11,624.0
S3XE14XP,GTX Basic,Goodsilron,Won,2017-05-08,565.0
U6Q0T9KV,GTX Basic,Konex,Won,2017-06-14,642.0
YQ0Y0YQS,MG Advanced,Newex,Engaging,,
HRWHRCH8,MG Special,Betasoloin,Won,2017-03-14,48.0
8B29CRQL,MG Special,Donware,Won,2017-05-19,60.0
3KM8WN7L,GTX Basic,Kan-code,Won,2017-05-18,522.0
5Z8S8UHK,GTX Basic,,Engaging,,
S0XILDHQ,GTX Plus Pro,Umbrella Corporation,Won,2017-03-18,4701.0
ZVR3CS7N,GTX Plus Pro,Scottech,Lost,2017-05-20,0.0
AZH0INTS,GTXPro,Singletechno,Won,2017-03-13,4987.0
9AMJKJX6,GTX Basic,Inity,Won,2017-05-31,579.0
NMKAJZJ4,MG Special,,Engaging,,
3NQBMKOK,GTX Basic,Kan-code,Won,2017-06-29,494.0
VBG91TQH,GTX Basic,Isdom,Won,2017-06-11,545.0
QZE24X2H,GTX Basic,Y-corporation,Won,2017-06-01,584.0
WSPBQ5YR,MG Advanced,dambase,Won,2017-06-09,3714.0
YJJ1BLPQ,MG Advanced,Finhigh,Won,2017-05-15,3423.0
XUGTSB00,MG Advanced,Ron-tech,Won,2017-03-19,3167.0
3DKK3JF3,GTX Basic,Acme Corporation,Lost,2017-05-29,0.0
I0TSIELX,GTX Plus Basic,Xx-holding,Won,2017-05-29,987.0
SX0SSL0H,GTX Plus Basic,,Engaging,,
420PORSF,MG Advanced,Konex,Lost,2017-06-06,0.0
DVCPCBMJ,MG Advanced,Domzoom,Lost,2017-05-21,0.0
UMZ986GC,MG Advanced,Dontechi,Won,2017-05-24,3428.0
I7BWM5O0,MG Special,Warephase,Engaging,,
UPQRP36U,MG Special,Gekko & Co,Lost,2017-05-22,0.0
RZI9HX5X,GTX Plus Basic,Hottechi,Won,2017-05-31,1149.0
WFJPWN9O,GTX Plus Pro,Globex Corporation,Won,2017-06-11,6023.0
6F79VYH8,GTX Basic,,Engaging,,
ZQ4QTT1Z,GTX Plus Basic,,Engaging,,
2WH4NUR9,GTX Basic,Bluth Company,Lost,2017-06-04,0.0
S93L97VV,MG Special,Scottech,Won,2017-03-17,47.0
HRU8FNE1,GTX Basic,Donquadtech,Won,2017-03-10,542.0
JDFN8AZI,GTXPro,Xx-zobam,Won,2017-03-16,4980.0
11EK1VP7,GTXPro,Funholding,Won,2017-05-28,4978.0
50HQRWGJ,GTXPro,Vehement Capital Partners,Won,2017-06-10,5256.0
N90VSHI2,GTXPro,Hottechi,Won,2017-06-07,4327.0
21PRD9FN,GTXPro,Donware,Won,2017-05-15,5022.0
ITIQJARB,GTX Plus Pro,Bioholding,Won,2017-03-11,4887.0
EAUV9J9L,MG Advanced,Stanredtax,Won,2017-03-21,3724.0
9A4H9IAC,GTX Plus Basic,,Engaging,,
XWEZ1WNK,GTX Basic,Y-corporation,Won,2017-03-11,535.0
ZTLLHCBU,GTX Basic,Dontechi,Engaging,,
JTSUYWUD,GTX Plus Pro,Blackzim,Lost,2017-05-24,0.0
CJ5U6GX3,MG Advanced,Singletechno,Won,2017-03-15,3969.0
SLYFFVBE,GTX Plus Basic,Blackzim,Engaging,,
HDUV7VJN,GTX Plus Pro,Toughzap,Won,2017-03-13,6805.0
5OCY2XME,GTX Plus Basic,Isdom,Won,2017-06-12,1190.0
1YB00UYY,GTX Plus Pro,Condax,Won,2017-05-29,4821.0
NCMT5KK3,GTX Basic,Dalttechnology,Engaging,,
Y23HQJRG,MG Special,Kinnamplus,Won,2017-05-06,53.0
81FNO0VM,GTX Plus Basic,,Engaging,,
RFQP9VCW,MG Advanced,,Engaging,,
NGCM47PC,GTXPro,,Engaging,,
9HXSC391,MG Advanced,Vehement Capital Partners,Won,2017-05-22,3087.0
ENOMNCOJ,MG Special,Bioholding,Won,2017-06-03,59.0
CG4TWLUR,GTX Plus Basic,Bubba Gump,Won,2017-06-02,857.0
0FIG6ZP2,GTX Plus Basic,Massive Dynamic,Won,2017-06-27,1142.0
IA62KQBO,GTX Basic,Ganjaflex,Won,2017-05-14,566.0
C54ZXDLT,MG Advanced,Xx-zobam,Won,2017-03-18,4291.0
X96MMTCI,GTX Plus Basic,Rantouch,Won,2017-06-16,1039.0
P4RDU8QM,MG Advanced,Xx-holding,Won,2017-05-19,3151.0
7C9Q2ZA3,GTX Basic,Gogozoom,Won,2017-03-24,590.0
YZ1EYM3Y,MG Advanced,Ron-tech,Won,2017-03-18,3217.0
M7J5BV9Q,GTX Basic,Zoomit,Won,2017-03-11,597.0
MDRX39D8,GTXPro,Newex,Won,2017-05-11,4918.0
7GRFWF1U,GTXPro,Scotfind,Won,2017-03-19,5266.0
EHP6OQ69,MG Advanced,Finhigh,Lost,2017-05-14,0.0
JDXSS1HT,GTX Basic,Silis,Engaging,,
4R1NMA9E,GTX Basic,Singletechno,Lost,2017-05-17,0.0
CDA8Y12G,MG Special,Blackzim,Won,2017-05-07,61.0
RYLLRATF,MG Advanced,Faxquote,Won,2017-05-31,3470.0
KEF5O2Q6,GTX Basic,Betatech,Lost,2017-06-26,0.0
Y38ULZPM,MG Special,Newex,Won,2017-05-28,48.0
YFP8IZ98,MG Special,Acme Corporation,Won,2017-06-22,61.0
U9CDTLZM,MG Special,Blackzim,Lost,2017-05-26,0.0
V5AN4BZF,GTX Basic,Silis,Lost,2017-05-29,0.0
58J6HCYK,GTX Basic,Y-corporation,Lost,2017-06-05,0.0
GDGR4C37,GTX Plus Basic,Plusstrip,Lost,2017-05-27,0.0
COOYICXU,GTX Basic,Inity,Lost,2017-05-22,0.0
UALNIVAY,GTX Plus Pro,Hottechi,Lost,2017-05-11,0.0
E5UW8AGQ,GTX Basic,Streethex,Won,2017-06-11,595.0
EWA9JFBA,MG Special,Zumgoity,Won,2017-06-01,51.0
99DK6OHX,MG Special,Opentech,Lost,2017-06-08,0.0
MK57PHV1,GTXPro,Kan-code,Won,2017-05-25,4624.0
T1F2I8ED,GTX Plus Basic,,Engaging,,
26CH1NDR,GTX Basic,Mathtouch,Engaging,,
ISAWVDYZ,GTX Basic,,Engaging,,
ZGZSYIJV,GTX Plus Basic,Finhigh,Lost,2017-05-15,0.0
6LI7FXQT,MG Special,Bioholding,Lost,2017-05-28,0.0
D01U0UR8,GTX Basic,Funholding,Won,2017-06-17,571.0
9LFX3HBC,MG Advanced,Lexiqvolax,Won,2017-03-25,3333.0
JP3IMU5X,GTX Plus Pro,Isdom,Won,2017-05-16,4853.0
5I8WOI8P,MG Special,Toughzap,Won,2017-06-08,51.0
LJBQ7P0V,MG Special,Zotware,Engaging,,
ZRYPU2QW,MG Advanced,,Engaging,,
7C9BUYV0,GTX Basic,Cheers,Lost,2017-05-23,0.0
GMVW87C4,GTXPro,Cheers,Won,2017-06-17,5035.0
NY9ARKRE,MG Special,Codehow,Won,2017-06-01,51.0
XO3XXR9X,GTXPro,Dalttechnology,Won,2017-06-09,4342.0
8QBIFURM,MG Advanced,Codehow,Lost,2017-03-13,0.0
0A1LN7GB,MG Special,,Engaging,,
ZWAJWK40,MG Special,Vehement Capital Partners,Won,2017-06-22,48.0
WQ0C723A,GTX Plus Pro,Kan-code,Won,2017-05-18,5215.0
RCQ32MXL,GTX Plus Basic,Streethex,Lost,2017-05-12,0.0
396WP6JS,MG Special,Gogozoom,Won,2017-03-19,58.0
57689GK9,MG Advanced,Finhigh,Won,2017-03-20,3587.0
S2WDGIHL,MG Advanced,Warephase,Won,2017-05-29,2915.0
8VG88HMH,GTXPro,Konex,Won,2017-06-28,4762.0
TF7HCU69,GTX Plus Basic,Gekko & Co,Won,2017-06-12,1062.0
0EX7ML4W,GTX Plus Pro,Finhigh,Lost,2017-05-10,0.0
1B27CZ2M,GTX Plus Pro,,Engaging,,
839AMI93,GTX Basic,,Engaging,,
BFGASJAW,GTX Basic,,Engaging,,
5BSHJG7W,GTX Basic,Kan-code,Lost,2017-05-30,0.0
HW38EMKM,GTX Plus Pro,Kan-code,Lost,2017-03-20,0.0
5XPYFICK,MG Special,Inity,Engaging,,
B5QCN9H7,MG Special,Massive Dynamic,Lost,2017-05-29,0.0
X7M4GO0J,GTX Plus Basic,Zencorporation,Won,2017-06-28,1074.0
JYI35PPE,MG Special,Newex,Lost,2017-05-05,0.0
6XHE52MV,MG Special,Inity,Lost,2017-05-30,0.0
0YN6EALP,MG Special,Scottech,Won,2017-03-17,57.0
A4LUP6W6,GTX Basic,Zotware,Won,2017-05-22,586.0
KUK2H5MD,GTX Plus Basic,Rundofase,Won,2017-06-13,1184.0
HTW9348H,GTX Basic,Silis,Lost,2017-05-19,0.0
ILR33OAV,MG Advanced,,Engaging,,
A6CE8BHR,GTX Plus Basic,Lexiqvolax,Lost,2017-06-08,0.0
UI1UION3,GTX Basic,J-Texon,Won,2017-06-10,526.0
ZPX96Q40,GTX Plus Pro,Condax,Won,2017-06-12,5344.0
I0CYLPNE,GTXPro,Konex,Won,2017-05-22,4125.0
FGH181PC,GTX Basic,Dalttechnology,Won,2017-06-06,528.0
8OBC9CQE,MG Advanced,Singletechno,Won,2017-03-26,3254.0
G3KFZ8KX,GTXPro,Green-Plus,Lost,2017-05-07,0.0
2Y84YR3K,GTX Basic,J-Texon,Won,2017-05-24,516.0
97QHOOWD,GTX Basic,Y-corporation,Won,2017-03-27,538.0
YL7XWUYO,GTX Basic,Codehow,Won,2017-06-17,459.0
VO8TFB31,GTX Basic,Cheers,Lost,2017-06-26,0.0
Q949MQ5W,GTXPro,Sunnamplex,Won,2017-05-22,5137.0
HZU0L5GS,MG Advanced,Konmatfix,Won,2017-06-04,3330.0
8RF8XVYF,GTX Basic,Conecom,Won,2017-05-10,589.0
ZILYYA1V,MG Special,Goodsilron,Won,2017-03-30,45.0
BY2L60V1,MG Special,,Engaging,,
NH0WGTR4,MG Special,Funholding,Lost,2017-05-25,0.0
73HO9OZC,GTX Basic,Finjob,Engaging,,
WBJX6O2D,GTX Plus Pro,Opentech,Won,2017-06-11,5664.0
1IHNDN80,MG Advanced,Streethex,Lost,2017-05-02,0.0
T14K7M5G,GTX Plus Basic,Initech,Won,2017-06-11,1074.0
XPP2Q5WQ,GTX Plus Basic,Globex Corporation,Lost,2017-05-02,0.0
FM4LX5O0,GTXPro,Treequote,Lost,2017-05-26,0.0
